scraped_at,created_at,username,comment,likes
2025-12-12T12:16:20,2025-12-09T21:13:29,handi.ari,😂😂😂😂muka pembohong,0
2025-12-12T12:16:20,2025-12-09T21:15:25,neillotunzi,😂😂😂😂😂,0
2025-12-12T12:16:20,2025-12-09T21:13:41,maszhjo,💦,0
2025-12-12T12:16:20,2025-12-09T21:14:30,todvs12,itammm kayak Brody berapa banyak skin tetap aja ireng,0
2025-12-12T12:16:20,2025-12-09T21:12:25,syarifhuman,Ireng asu,0
2025-12-12T12:16:20,2025-12-09T21:16:21,jih8311,Jijik kali liat wajah ny sesuai Mulutnya,0
2025-12-12T12:16:20,2025-12-09T21:20:38,nuriratnasih,mundur aja pak muak bgt liatnya,0
2025-12-12T12:16:20,2025-12-09T21:13:09,pendiput,Enak maap👏👏🔥,0
2025-12-12T12:16:20,2025-12-09T21:15:23,didinqyee,😂😂😂😂😂,0
2025-12-12T12:16:20,2025-12-09T21:18:13,igoshakti160,Cepet mati kek luuu ...,0
2025-12-12T12:16:20,2025-12-09T21:20:42,yanuarul,IEU SAHA SI ANYING,0
2025-12-12T12:16:20,2025-12-09T21:19:43,ayu_tyasss,@prabowo pak kapan dicopot ini? Makin diberi penghargaan makin rusak reputasimu,0
2025-12-12T12:16:20,2025-12-09T21:15:19,andika__yaya,Setan bahlil takut di pecat jdi klarifikasi setan...munafik,0
2025-12-12T12:16:20,2025-12-09T21:16:42,sahatsilitonga,Bacot taik,0
2025-12-12T12:16:20,2025-12-09T21:17:01,setijawan.fikri,Buat dia Bahan Bakar diatas,0
2025-12-12T12:16:20,2025-12-09T21:18:01,yyr_yourchn,AI,0
2025-12-12T12:16:20,2025-12-09T21:12:19,haimochi.id,Bacot. Si legam bantut,0
2025-12-12T12:16:20,2025-12-09T21:16:40,muks.27.05,Injek2 mukanya rame aja itu,0
2025-12-12T12:16:20,2025-12-09T21:15:49,nasutionizma,Asbun aja ne orang😂,0
2025-12-12T12:16:20,2025-12-09T21:20:21,ferdinand_jisa,,0
2025-12-12T12:16:20,2025-12-09T21:20:38,kiswah_khalishah_alkahfi,L,0
2025-12-12T12:16:20,2025-12-09T21:18:34,anisanprtw,ah banyak ngomong,0
2025-12-12T12:16:20,2025-12-09T21:16:41,last._tree,Pengin misuh,0
2025-12-12T12:16:20,2025-12-09T21:20:11,om_sullllll,,0
2025-12-12T12:16:20,2025-12-09T21:16:54,aybagstian,Bct njir,0
2025-12-12T12:16:20,2025-12-09T21:16:34,7unnnnnnnnnnnnn,Pembohong. Anak buah Mukidi,0
2025-12-12T12:16:20,2025-12-09T21:18:10,nu_annuu,Sekali tai ya tai itu yg kluar dri mulut,1
2025-12-12T12:16:20,2025-12-09T21:16:44,7421rman,Warga biasa saja bisa menilai. Sangat tidak mungkin PLN menyala 100℅. Tp karena kau bahlul dan ABS😂😂😂,0
2025-12-12T12:16:20,2025-12-09T21:12:50,ahmadrofandi,Parah presiden saja dibohongi 🔥,0
2025-12-12T12:16:20,2025-12-09T21:14:29,febrisetiawan_,"Bohong muluk pak, jujur nya kapan sih? Mulut kok di biasakan bohong",0
2025-12-12T12:16:20,2025-12-09T21:16:58,rian_tjg17,Siklus Prescon Pemerintah : Ngebacot = minta maaf👏,0
2025-12-12T12:16:20,2025-12-09T21:13:28,dedemunthe16,😂,0
2025-12-12T12:16:20,2025-12-09T21:14:24,ssefhiaudt,dia kapan dipecat ya?,0
2025-12-12T12:16:20,2025-12-09T21:16:12,ghiiiiiiiiif,MUNDURR..,0
2025-12-12T12:16:20,2025-12-10T07:28:07,ahmadmubarok17,@ghiiiiiiiiif mau di katain apa pun dia budeg juga bang...,1
2025-12-12T12:16:20,2025-12-09T21:18:36,msupriyadi936,"Kebanyakan nipu tai , tukang tipu tipu begoo",0
2025-12-12T12:16:20,2025-12-09T21:18:25,nurchoiriyahn,sekelas mentri kok kek gini....,0
2025-12-12T12:16:20,2025-12-09T21:10:50,rioysfy,ini masih berbohong gak ya😂,0
2025-12-12T12:16:20,2025-12-09T21:10:59,galuhchandrakirana,🫩🫩🫩🫩,0
2025-12-12T12:16:20,2025-12-09T21:10:27,yibr21,"Makanya jangan asal becakap aja kau, jujur dan kerjakan sebaik baiknya, karna itu memang kewajiban kau, kau menterinya.",1
2025-12-12T12:16:20,2025-12-09T21:08:31,arsen_naomi,93% 😢,0
2025-12-12T12:16:20,2025-12-09T21:11:34,istanbulkebabturki_bali,"Percuma lah kita cuma marah marah disosmed, disosmed geram marah tapi ketemu si bahlil diacara apapun semua senyum ,ramah.",0
2025-12-12T12:16:20,2025-12-09T21:07:17,aderiyanyusup,Ini orang susah banget di copotnya 😂,0
2025-12-12T12:16:20,2025-12-09T21:07:55,notif002,"Bisa gk sih pak @prabowo orang ini jangan di pakai lagi.. kok bapak mau sih tertipu dengan kata2nya.. tolong pecat aja pak, masyarakat udah geram banget sama orang ini",0
2025-12-12T12:16:20,2025-12-09T21:04:48,rex_kunnn,"Ngomong, melet2 mulu, kek ka**l anjir",1
2025-12-12T12:16:20,2025-12-09T21:09:38,erumeighita_,Ni lagiii.mulut sama lobang pntat sama..ngomong bohong gampang bnget cma demi cari muka,0
2025-12-12T12:16:20,2025-12-09T21:06:45,magdalenadelvia,Mirip gollum 🔥,0
2025-12-12T12:16:20,2025-12-09T21:09:02,oesman_muhammed,bohong itu dosa loh pak😢 apa lagi ngeprank🙌,0
2025-12-12T12:16:20,2025-12-09T21:10:11,hadiandaana,"Tolong min,, anak saya demam liat mukanya",2
2025-12-12T12:16:20,2025-12-09T21:09:09,muhammadarif5425,sekelas security aja dia gak layak😢,0
2025-12-12T12:16:20,2025-12-09T21:07:38,rizky221993,Gw takut sama mukenye...,0
2025-12-12T12:16:20,2025-12-09T21:11:17,hime8685,"Ini manusia binatang paling perusak hutan indonesia,,, babi",0
2025-12-12T12:16:20,2025-12-09T21:09:17,agatheana,ABS. asal bapak senang,0
2025-12-12T12:16:20,2025-12-09T21:04:38,banggg_jo,Kasih jadi pejabat Korut dia biar 🔥,0
2025-12-12T12:16:20,2025-12-09T21:10:45,krisna_bayu_pramukti_,"Gini kok mentri, gini kok ketua umum😂😂😂😂😂😂",0
2025-12-12T12:16:20,2025-12-09T21:09:04,tijehsyariah,Boleh ngolesin minyak tawon gasih ke komuk belio ini? Mayan biar ada variasi glossy2 nya hihi,2
2025-12-12T12:16:20,2025-12-09T21:08:15,umi.chaniifa,Hallaaaaaahhh!!..,1
2025-12-12T12:16:20,2025-12-11T16:43:49,xxtu.yu_,@umi.chaniifa pondok pondokin aj deh sih bahlil. cpek bngt lht klakuanya,1
2025-12-12T12:16:20,2025-12-11T17:22:32,umi.chaniifa,@xxtu.yu_ 🤣🤣😭,0
2025-12-12T12:16:20,2025-12-09T21:11:59,ste27_07,Reshuffle aja pak😂,0
2025-12-12T12:16:20,2025-12-09T21:09:32,arief_fanno,"Kami cuma perlu KALIAN JUJUR..tidak kurang tidak lebih..kerja yg benar,sisanya biar rakyat yg selesaikan..ee pantek paja surang ko mah..",0
2025-12-12T12:16:20,2025-12-09T21:07:11,yudiansyahshaleh2,Masih mati lampu disini. Mati hampir 7 hari hidup ga sampe 1 hari....,0
2025-12-12T12:16:20,2025-12-09T21:12:12,syarifsinamaan2022,TAAAAAAIIIIIIIIII,0
2025-12-12T12:16:20,2025-12-09T21:05:56,andig_vani,Mundur aja lu. Gak layak ESDM di pegang lu,0
2025-12-12T12:16:20,2025-12-09T21:04:44,julidewi10,Kebiasaan asal bapak senang nih. Yahhh malu kali,0
2025-12-12T12:16:20,2025-12-09T21:08:37,_adnrrhmn,Beliau ini baik dan cerdas 🥹,0
2025-12-12T12:16:20,2025-12-09T21:05:23,sumardiyono10,Jabatan sekelas mentri berbohong...😂😂😂,0
2025-12-12T12:16:20,2025-12-09T21:07:47,hadzauto,"Kapan di pecatnya ini manusia, nyusahin & bikin gaduh aja kerjanya",0
2025-12-12T12:16:20,2025-12-09T21:04:37,erarjdl15,Ngomong Mulu bahlul,0
2025-12-12T12:16:20,2025-12-09T21:05:04,rj_dwiretno,B nya apa,0
2025-12-12T12:16:20,2025-12-09T21:06:18,julita_hamdani,"Kl ngelamar kerja biasa, kriteria hrs berpenampilan menarik. Kl ini lulus dbagian mananya? (Pura2 bertanya)",0
2025-12-12T12:16:20,2025-12-09T21:09:43,_adityaryotoms_,Ahhh kuntul kuntulan 🗿💩,0
2025-12-12T12:16:20,2025-12-09T21:09:28,septiantriaa,🤢🤮,0
2025-12-12T12:16:20,2025-12-09T21:09:19,rahmazone11,Presiden langsung mleleh mlihat wajah nya yg mmlas 😂😂😂,0
2025-12-12T12:16:20,2025-12-09T21:08:35,mirantipa99,"Gamao, minimal sp3",0
2025-12-12T12:16:20,2025-12-09T21:09:30,rivanodi,Ini yg di sebut tempo bubble bubble prabowo....🫣,0
2025-12-12T12:16:20,2025-12-09T21:09:34,aksarahaura,"Lahhh goblok, tukang ngibul",0
2025-12-12T12:16:20,2025-12-09T21:07:35,arifinirvana378,Baru di puji😂😂... Penyakit bangsa ini adalah PEJABAT-PEJABAT BODOH RAKUS PERUSAK PEJILAT #FAKTA HARUSNYA MAKMUR,1
2025-12-12T12:16:20,2025-12-09T21:09:45,dns_sk4,@minaa_minee,0
2025-12-12T12:16:20,2025-12-10T12:49:42,minaa_minee,Pak ini ada fans berat kamu ini  orangnya@dns_sk4 😭,0
2025-12-12T12:16:20,2025-12-09T21:11:06,saniaflora10,Bahlulphobia ih mukanya kek beruk,0
2025-12-12T12:16:20,2025-12-09T21:12:09,anna482876,Ngekngkok ngekngok,0
2025-12-12T12:16:20,2025-12-09T21:05:24,saleehmuhammad2023,"Mulut paling anjing abad ini, salah satu CPNS.. calon penghuni neraka selama nya😡",0
2025-12-12T12:16:20,2025-12-09T21:10:08,_arie_gathol,"Halaaahhh,, BAASSSIIIIIII",0
2025-12-12T12:16:20,2025-12-09T21:09:48,rizki_burhannn,blog,0
2025-12-12T12:16:20,2025-12-09T21:07:44,izulkny,Lebih baik anda mundur pak @bahlillahadalia,0
2025-12-12T12:16:20,2025-12-09T21:10:23,__taufikhdyt_,PANTEX,0
2025-12-12T12:16:20,2025-12-09T21:04:48,anggaafrzan,Gandeng sateh Careuh,0
2025-12-12T12:16:20,2025-12-09T21:11:00,halimah95660,"Tidak ada kata maaf ,tai anjing lah",0
2025-12-12T12:16:20,2025-12-09T21:05:25,lombok_sumba_property_agent,Jng melotot lul,0
2025-12-12T12:16:20,2025-12-09T21:10:16,rica_afriny89,Ya..pantesan @prabowo seneng sama nih org @bahlillahadalia krn suka kasih data yang bagus bagus😂😂😂,0
2025-12-12T12:16:20,2025-12-09T21:06:29,engkos_sheilaswara,Maaf trus kapan mundurnya. Dan sadar diri,0
2025-12-12T12:16:20,2025-12-09T21:06:06,pberitaa,Bahlul bahlul 😂. Bacotmu tidak ada yang bisa dipercaya,0
2025-12-12T12:16:20,2025-12-09T21:07:07,shiweeshuwitho,Ya Allah kenapa Allah menciptakan dia,0
2025-12-12T12:16:20,2025-12-09T21:12:04,ferry.ofk,Cari muka depan presiden,0
2025-12-12T12:16:20,2025-12-09T21:09:50,ginailmii_,Helehh,0
2025-12-12T12:16:20,2025-12-09T21:06:00,mustarierizal,"Tidak usah banyak bicara, tetapi perbanyak kerja nyata dilapangan.Turun kelapangan beri motivasi dan semangat kepada  tenaga teknis PLN dilapangan. Jangan banyak ngoceh dibelakang meja.",0
2025-12-12T12:16:20,2025-12-09T21:05:18,marlina_kancil,Mundur,0
2025-12-12T12:16:20,2025-12-09T21:06:41,abied2922,Si bngsat g ada malunya.. Udh si mundur aja..,0
2025-12-12T12:16:20,2025-12-09T21:09:03,dio_afriatama96,Maksimal mundur ASU,0
2025-12-12T12:16:20,2025-12-09T21:11:19,adellaadn,emg bahl*l,0
2025-12-12T12:16:20,2025-12-09T21:07:06,ali.doang.33,Bajingan,0
2025-12-12T12:16:20,2025-12-09T21:11:58,ndang_mbun,"Istilah kata. klo dia kasih laporannya ke presiden korut, udah di dor si ituh.. Tapi saya baru keinget, ini kan negeri dagelan. Presidennya aja Dibohongin, apalagi rakyatnya.. 🤣",0
2025-12-12T12:16:20,2025-12-09T21:00:58,inyoman_gng,Kata PRABOWO ini menteri TERMUL yang sangat pintar,0
2025-12-12T12:16:20,2025-12-09T21:02:14,bodrex.tr4,Taek,0
2025-12-12T12:16:20,2025-12-09T21:03:18,dewa_wiraguna,"Ini negara lo, bukan panitia tingkat desa",0
2025-12-12T12:16:20,2025-12-09T21:01:49,jadiginijann,Hak cuihh,0
2025-12-12T12:16:20,2025-12-09T20:58:45,urip0707,Bisanya minta mangap mulu,0
2025-12-12T12:16:20,2025-12-09T21:03:33,khafidagal,Goblok n tolol pecat aja,0
2025-12-12T12:16:20,2025-12-09T20:59:23,yuanahendi,😢,0
2025-12-12T12:16:20,2025-12-09T20:59:11,derryrachman,Sungut,0
2025-12-12T12:16:20,2025-12-09T21:03:20,yuda.armando,BACOOOTTTT,0
2025-12-12T12:16:20,2025-12-09T21:04:31,andi_sulist,merasa berdosa sampai matanya mau copot 😂,0
2025-12-12T12:16:20,2025-12-09T20:57:57,rani_srb,Presiden aja di bohongi apa lagi kita rakyat kecil,8
2025-12-12T12:16:20,2025-12-10T05:03:47,athoz_17,"@rani_srb bro berfikir, presiden temen SD nya🤣",0
2025-12-12T12:16:20,2025-12-09T20:58:09,muhammadhan__95,Anjir mentri kesayangan prabowo gini amat yak,0
2025-12-12T12:16:20,2025-12-09T20:58:29,bajaaay,omong 💩,0
2025-12-12T12:16:20,2025-12-09T21:03:18,ockemz_stunt182,TOD!,0
2025-12-12T12:16:20,2025-12-09T23:59:25,ay_am777,@ockemz_stunt182 pelo tuh org kem,0
2025-12-12T12:16:20,2025-12-10T11:20:39,ockemz_stunt182,@ay_am777 ngeselin liat komuk nya yam😂🤣,0
2025-12-12T12:16:20,2025-12-09T21:02:05,uaniniest08,Ceplas ceplos bisaan😂,0
2025-12-12T12:16:20,2025-12-09T21:03:51,word_cobra,"Triliunan2 kemana pak 😂😒 duit sgitu harusnya semua tercukupi,,, gak di berita2 di belit belit kape ini lah itu lah,, miris!!",0
2025-12-12T12:16:20,2025-12-09T21:03:43,imampaim,Partai kuning ga mau punya pemimpin kaya gini yak,0
2025-12-12T12:16:20,2025-12-09T20:59:53,sehuna.official_,Bahlul😂,0
2025-12-12T12:16:20,2025-12-09T21:02:23,iera_chiaki,Mundur,0
2025-12-12T12:16:20,2025-12-09T20:57:18,trisliangnetherland,Pejabat2 Indonesia paling pinter kalo cuman MERANGKAI KATA2 !! Gak ada penjelasan detail bgmn itu semua akan dilakukan..!,0
2025-12-12T12:16:20,2025-12-09T21:00:25,merricks97_,BACOT LO JAMET VAHLOLLLL,0
2025-12-12T12:16:20,2025-12-09T21:01:48,tejo_91,😂😂😂😂😂😂,0
2025-12-12T12:16:20,2025-12-09T21:02:01,aidul.ai,"harusnya dipecat sih kalau mmg presidennya tegas, masa lemah kali dibohongi bawahan sendiri",1
2025-12-12T12:16:20,2025-12-09T21:04:25,gatotsadewo872021,Presiden lu kadalin apalagi rakyat,0
2025-12-12T12:16:20,2025-12-09T21:02:22,kanghafidz_30,Emang idaman kanda satu ini. Hanya dia yang berani minta maaf soal kesalahannya 😍,0
2025-12-12T12:16:20,2025-12-09T20:58:05,5317474l,Daki lu lil,0
2025-12-12T12:16:20,2025-12-09T21:00:43,broganz_38,Lepasan RS yak ??,0
2025-12-12T12:16:20,2025-12-09T21:01:19,_xyeesx_,Bahlil asu,0
2025-12-12T12:16:20,2025-12-11T02:37:34,sptra_adtya_,,0
2025-12-12T12:16:20,2025-12-09T20:57:36,riaaugie03,Mundur pak jadi Mentri. Kami butuh Mentri yang bertanggung jawab dan becus terhadap pekerjaannya. Bukan yang banyak bohongnya.,0
2025-12-12T12:16:20,2025-12-09T20:58:24,agil.todistra,Bahlil kintil,0
2025-12-12T12:16:20,2025-12-09T21:00:49,mega392180,mukanya bisa biasa aja gakk...🙌,0
2025-12-12T12:16:20,2025-12-09T21:00:57,wasisanto13,Boong....Mulu kerja Lo Bahalil.......,0
2025-12-12T12:16:20,2025-12-09T20:59:47,meyta_dehaa,Pait pait pait @bahlillahadalia,0
2025-12-12T12:16:20,2025-12-09T21:00:40,mazid_art,Gw yakin menghina dia ga bakal dosa😂,0
2025-12-12T12:16:20,2025-12-09T21:01:50,itoxms,"Sekarang gini aja dah,, lu pada sebagai pejabat dan petinggi negara JANGAN TERLALU DONGO, Jangan terlalu arogan,,coba jangan pungut sepeserpun pajak dan pembayaran apapun dari rakyat.! Coba NEGARA bisa apa untuk rakyat ini..!!! Apa yg bisa negara berikan untuk rakyatnya..???",2
2025-12-12T12:16:20,2025-12-09T20:59:45,rulevs89,Sekarang jaman sdh canggih pak gak bisa bohongi presiden,0
2025-12-12T12:16:20,2025-12-09T21:01:50,mhmdtakbironi,Khontololllll,0
2025-12-12T12:16:20,2025-12-09T21:01:53,rapinoaja,"Bahlil belum Tau Siapa PaK, Prabowo.... Belum Sadar Elo Bahlil jenglot...kelar Elo ntarr... dibuat",0
2025-12-12T12:16:20,2025-12-09T20:58:01,trisliangnetherland,S3 dari @univ_indonesia ya katanya..???,0
2025-12-12T12:16:20,2025-12-09T20:59:57,fajritriputra,Kerjanya gak serius pemerintah,0
2025-12-12T12:16:20,2025-12-09T21:01:25,ajialidrus,Boleh body shaming gak sih? 😂,0
2025-12-12T12:16:20,2025-12-09T21:00:00,om_jeebee,Gak ada etika ini anak,0
2025-12-12T12:16:20,2025-12-09T20:58:49,mrifqi313,@prabowo menteri lo tukang ngibul mulu,0
2025-12-12T12:16:20,2025-12-09T21:01:07,evryystrs_,Dekil banget,0
2025-12-12T12:16:20,2025-12-09T21:01:18,handi7410,Kapan mundur pa @bahlillahadalia ?,0
2025-12-12T12:16:20,2025-12-09T20:59:31,wira.jendra,"@prabowo udh di bohongin ama mentri sendiri lho pak, yakali ga di reshuffle",0
2025-12-12T12:16:20,2025-12-09T20:58:07,heidy.ishere,"g perlu pakai muka, bikin dosa aja",0
2025-12-12T12:16:20,2025-12-09T20:59:28,manurungarifin26,@bahlillahadalia minta maaf doang ya mundur lah masa GK punya urat malu ????,1
2025-12-12T12:16:20,2025-12-09T20:57:33,yayi_djayadiredja,Mundur TOLOL,0
2025-12-12T12:16:20,2025-12-09T21:04:34,mr.ukie27,,0
2025-12-12T12:16:20,2025-12-09T21:02:38,rrahasiia,lu bisanya apa sich lil selain minta maaf,0
2025-12-12T12:16:20,2025-12-09T21:01:51,md_harah4p,😂 bayar tunjangan nya mahal.. Kerjanya gini😂,0
2025-12-12T12:16:20,2025-12-09T21:02:21,kaizama6,Pergilah ke Neraka,0
2025-12-12T12:16:20,2025-12-09T20:57:32,niin_anais,Bentukannya ngga estetik sama sekali,0
2025-12-12T12:16:20,2025-12-09T21:00:28,iera_chiaki,Kalo di Jepang Harakiri nih,0
2025-12-12T12:16:20,2025-12-09T20:58:49,dstprnm,Ora Wedi mlebu neraka apa pak?,0
2025-12-12T12:16:20,2025-12-09T20:58:19,bozzzzzzzzzzzzzzzzhmmmmm,🤬🤮🤬🤮🤬🤮🤮🤬,0
2025-12-12T12:16:20,2025-12-09T21:03:29,david_genola16,BAHLIL KONTOL BAHLIL KONTOL,0
2025-12-12T12:16:20,2025-12-09T21:04:22,kliwondotcom,Klo d cina udh d gantung yg beginian,0
2025-12-12T12:16:20,2025-12-09T21:03:57,digital_produk969,Muka kek bool,0
2025-12-12T12:16:20,2025-12-09T20:58:01,irwan_ardiansyah97,Awas ahh mata copot 😂molotbaee,0
2025-12-12T12:16:20,2025-12-09T21:04:14,tasyais_,Udah di fase muak denger maaf dari pemerintah,0
2025-12-12T12:16:20,2025-12-09T21:02:12,daaiisky,"kek jijik gtu liat mukanya bawaannya emosi, buat nambah dosa aja kalo lihat ni bahlul",0
2025-12-12T12:16:20,2025-12-09T20:51:29,marvels_420,Semoga cepet sadar ya bahlul,0
2025-12-12T12:16:20,2025-12-09T20:53:10,zfrul8,Mentri,0
2025-12-12T12:16:20,2025-12-09T20:53:30,oned_sniper,"Klo ada yg mau lihat penjilat yg benar"" PENJILAT,lihat aja bahlul",0
2025-12-12T12:16:20,2025-12-09T20:52:27,februsetiawan,Cok goblok @bahlillahadalia,0
2025-12-12T12:16:20,2025-12-09T20:55:17,alishasmrln,duta asbun,0
2025-12-12T12:16:20,2025-12-09T20:55:17,a.mlutfi,Mau sampai kapan liat org nyampein omong kosong gini,0
2025-12-12T12:16:20,2025-12-09T20:56:01,meliana.mm,Mundur lil,0
2025-12-12T12:16:20,2025-12-09T20:53:54,tatihrt1,Kocak abis,0
2025-12-12T12:16:20,2025-12-09T20:55:05,revanwiratamabotie,BERAKAL SEHAT ITU RUKUNNYA TOBAT SIH,1
2025-12-12T12:16:20,2025-12-09T20:56:03,febriwhallow,item bangetttt anjing HAHAHAHAHAHAHA,0
2025-12-12T12:16:20,2025-12-09T20:54:43,ysf_alghfr,Ngbacot apa aja ga ada yg denger,0
2025-12-12T12:16:20,2025-12-09T20:52:37,dul48dul48,Mandi,0
2025-12-12T12:16:20,2025-12-09T20:51:43,ariesta_dyananta,"Ya Allah , aku liat ini pas lagi makan, langsung Muntah.... 🤮🤮",0
2025-12-12T12:16:20,2025-12-09T20:56:13,kartiniadr77,Tolong sya sudah muak liat mukanya🤢🤢,0
2025-12-12T12:16:20,2025-12-09T20:52:25,accasasyaaa,,0
2025-12-12T12:16:20,2025-12-09T20:54:39,mass_agus98,Bahlil Bahlil ente kadang kadang 👏👏,0
2025-12-12T12:16:20,2025-12-09T20:53:17,itbuleee,Harusnya pecat pa,0
2025-12-12T12:16:20,2025-12-09T20:54:45,ahyar_tibyanul,Out🔥,0
2025-12-12T12:16:20,2025-12-09T20:53:40,seafarer1994,Mentri abu nawas😂,0
2025-12-12T12:16:20,2025-12-09T20:56:03,ranc4di02,"Ayooh.. panik yaa.. tolong di reshuffle ini pak @prabowo, presiden aja di kibulin apalagi rakyat.",0
2025-12-12T12:16:20,2025-12-09T20:52:20,nasyifa_devita,Nak teberak aku liat muke orang ini 💩,0
2025-12-12T12:16:20,2025-12-09T20:55:41,ivan_manalu52,😂😂😂😂😂😂😂,0
2025-12-12T12:16:20,2025-12-09T20:55:41,yosepsaepullohh,pecat aja lah muak gua liatnya,0
2025-12-12T12:16:20,2025-12-09T20:50:38,idoy_al_rifaii,🐽,0
2025-12-12T12:16:20,2025-12-09T20:56:34,khusnaananta,"Bahlul ini jd mentri kerjanya apa cuma bikin program asal2 an dan klarifikasi aja? Kok gitu mulu sih nih orang, astaghfirullohaladzimmmmm 🤲🏽",0
2025-12-12T12:16:20,2025-12-09T20:50:43,nyanamulia,Muka itu menampakkan hati... ingat,0
2025-12-12T12:16:20,2025-12-09T20:51:20,riokurniawan06,"Selain nyusahin masyarakat , dia juga hoby bohong .",0
2025-12-12T12:16:20,2025-12-09T20:53:27,zfrul8,Menteri paling bajingan nie,0
2025-12-12T12:16:20,2025-12-09T20:50:55,hnfmslm,Taik wacana trus,0
2025-12-12T12:16:20,2025-12-09T20:51:12,akualjerry,Duh badan gue keringet dingin bahlilphobia gue,0
2025-12-12T12:16:20,2025-12-09T20:56:45,pbiifitriaa,Lihat menteri mu pak😂 @presidenrepublikindonesia @prabowo @gerindra,0
2025-12-12T12:16:20,2025-12-09T20:54:13,ayubpujo,"Alien Hidrosefalus ini berulah mulu dari kemarin, minta ditambal palanya ni bocah 😡🤨",0
2025-12-12T12:16:20,2025-12-09T20:54:12,_rizqon___,Capekkkk gua dengerinya lul🥲,0
2025-12-12T12:16:20,2025-12-09T20:52:48,muryani2448,Ini masih juga dipercaya ....,0
2025-12-12T12:16:20,2025-12-09T20:52:59,nedigrogu,,0
2025-12-12T12:16:20,2025-12-09T20:55:48,boni.d.silalahi,Udahlah lul. Cukup2 lul,0
2025-12-12T12:16:20,2025-12-09T20:50:38,mama4lvaro,Muak kali q lihat muka lu bahlul,0
2025-12-12T12:16:20,2025-12-09T20:51:29,rafalmuhammad,Berani mundur gak lo lil?,0
2025-12-12T12:16:20,2025-12-09T20:53:15,jonelson_saragih,Kok muncul wajah ini...,0
2025-12-12T12:16:20,2025-12-09T20:50:29,je.prakasa,PECAT GA BISA KERJA,3
