scraped_at,created_at,username,comment,likes
2025-12-07T20:17:46,2025-12-06T20:03:20,tiyoprima,"Bahlil bahlil,mending lo saung ayam aja ga cocok jadi menteri",0
2025-12-07T20:17:46,2025-12-06T20:03:17,irwan_goedangaer,Goblok,0
2025-12-07T20:17:46,2025-12-06T20:03:10,equalitybefore_the_law,Si anjing buriq ngoceh ga jelas lagi,0
2025-12-07T20:17:46,2025-12-06T20:03:09,dimas2397,Udah kuasa Allah lil,0
2025-12-07T20:17:46,2025-12-06T20:03:08,harryandra25,Hutang apa Prabowo sampai bisa ngangkat dia jadi menteri?,0
2025-12-07T20:17:46,2025-12-06T20:02:57,didinerss,@bahlillahadalia PUKIMAI KAU KONTOL,0
2025-12-07T20:17:46,2025-12-06T20:02:56,abdulrahim272,Bahlil bahlul,0
2025-12-07T20:17:46,2025-12-06T20:02:52,whoufyy,LAHH KOCAK SEKOLAH LAGI DEH MENDING GIH,0
2025-12-07T20:17:46,2025-12-06T20:02:24,bintoro454,"Lil, sampean mlh nyalahin ujan?! Bkn nya instropeksi diri ini mlh nyari kambing hitam, klo mw kena azab, jgn ajak2 org lain donk ckp situ aja yg kena, hadehhh, 😡😡",0
2025-12-07T20:17:46,2025-12-06T20:02:14,ariefumay212,Jidat llu biang kerok,0
2025-12-07T20:17:46,2025-12-06T20:02:11,rafidrolen,ngerii nih orang tuhan disalahin sama dia wkwkw orang pea,0
2025-12-07T20:17:46,2025-12-06T20:01:23,rusdiansyah.1933,Kepala doang besar isi kosong,0
2025-12-07T20:17:46,2025-12-06T20:01:20,rudi.br.distro,Muka elu yg salah hujan yg di salahin,0
2025-12-07T20:17:46,2025-12-06T20:01:17,izkdwiptra.27,,1
2025-12-07T20:17:46,2025-12-06T20:01:12,mustofaaaaaa29_,Toloholol,0
2025-12-07T20:17:46,2025-12-06T20:01:10,rusdiansyah.1933,Hujan pula yang lu salahin botak,0
2025-12-07T20:17:46,2025-12-06T20:00:33,niken_mkj,Ente bahlul lil Bahlil 😡,0
2025-12-07T20:17:46,2025-12-06T20:00:31,creamymanxx,goblok,0
2025-12-07T20:17:46,2025-12-06T19:59:54,harrynuts7957,👏👏👏💩,0
2025-12-07T20:17:46,2025-12-06T19:59:35,_ynsyhhhh,Muak banget ngeliat muka si bahlil,0
2025-12-07T20:17:46,2025-12-06T19:59:30,rm_tb,Bahlul bacot,0
2025-12-07T20:17:46,2025-12-06T19:59:29,ftandvrzl,"Eksistensi dilawan, ndeh lalah ang bahlil",0
2025-12-07T20:17:46,2025-12-06T19:59:23,adefaiz76,Bacod bangsat,0
2025-12-07T20:17:46,2025-12-06T19:59:19,bobohoery_,udelmu kunu,0
2025-12-07T20:17:46,2025-12-06T19:59:17,moel2983,Emg luar biasa bp itu😢😢😢,0
2025-12-07T20:17:46,2025-12-06T19:58:57,iswantoi872,Baru kali ini ada sosok yg menyalahkan hujan.,0
2025-12-07T20:17:46,2025-12-06T19:58:42,ginanjar9429,hujan itu berkah..awal mula bencana karena kelakuan manusia..semoga kau mati kebawa hanyut banjir...,0
2025-12-07T20:17:46,2025-12-06T19:58:28,joko_kurniawan2,Hujan d salahin.. wah kocak,0
2025-12-07T20:17:46,2025-12-06T19:58:25,biskuitroma673,lah goblok ya🗿,0
2025-12-07T20:17:46,2025-12-06T19:58:20,wrsupriatna12,Saking dongonya kah sampe hujan pun disalahkan?,0
2025-12-07T20:17:46,2025-12-06T19:58:18,habibie4678,Cuma heran,0
2025-12-07T20:17:46,2025-12-06T19:58:03,denis_adtyaa,Ini orang ngomong macam anak tk,0
2025-12-07T20:17:46,2025-12-06T19:57:42,adhieadhie84,bahlil bahlul,0
2025-12-07T20:17:46,2025-12-06T19:57:37,heriyanto_housen,"Tolong ya allah, atas kuasamu kirim mereka bencana besar, rakyat sangat menderita atas para pejabat2 ini",0
2025-12-07T20:17:46,2025-12-06T19:57:36,fahmi_iku_mbeling,Menyalahkan hujan=menyalahkan Tuhan...... Apa manusia ini gak pernah mengaji ya ........,5
2025-12-07T20:17:46,2025-12-06T19:57:28,rysksftrr,"ngeri ngeriii, alam disalahin",0
2025-12-07T20:17:46,2025-12-06T19:57:27,muhammadilham6182,Kapan ya dia M... 😡😡,0
2025-12-07T20:17:46,2025-12-06T19:57:12,xsjn.ar,kau mau bertarung dengan tuhan kah 🗿,0
2025-12-07T20:17:46,2025-12-06T19:57:10,iibbaall.m99,mau nentang kuasa allah ni orang,0
2025-12-07T20:17:46,2025-12-06T19:57:04,hngkishendra11_,Tetangga nya gaada yg niat bacok lehernya apa pas tengah malem gedek gua ini goblin muncul mulu🗿,0
2025-12-07T20:17:46,2025-12-06T19:57:01,agngnhri2_,11/12 sm Kemenhut asyu asyu,0
2025-12-07T20:17:46,2025-12-06T19:56:57,sucipto432,"Bukan hanya kali ini hujan yg sangat deras tapi kenapa hanya kali ini terjadi banjir yg luar biasa, ini karena ulah manuasia yg merasa berkuasa",0
2025-12-07T20:17:46,2025-12-06T19:56:52,kyky_1429,Tohloll,0
2025-12-07T20:17:46,2025-12-06T19:56:49,do_sptr.a,Bahlil setan 😡,0
2025-12-07T20:17:46,2025-12-06T19:56:49,bangkodokzuma115,Ngntot juga nih manusia pala kotak,0
2025-12-07T20:17:46,2025-12-06T19:56:46,haryadi.ls,😂😂😂,0
2025-12-07T20:17:46,2025-12-06T19:56:44,arise21_,Mending diem satt🔥,0
2025-12-07T20:17:46,2025-12-06T19:56:38,angga.azza.9,Demi Allah muak bngt dgn bacot ini orang elu Bahlil 😡😡😡,0
2025-12-07T20:17:46,2025-12-06T19:55:54,vicky_sakinah,Tuhan aja di ajak duel ama dia,0
2025-12-07T20:17:46,2025-12-06T19:55:48,subarkahalfan,Hujan tidak punya KTP,0
2025-12-07T20:17:46,2025-12-06T19:55:44,rahmawannajib,Klo nyalahkan hujan turun berarti nyalahkan yg Maha Kuasa....ha ora waras,0
2025-12-07T20:17:46,2025-12-06T19:55:40,busong1228,Lemparin tai,0
2025-12-07T20:17:46,2025-12-06T19:55:35,fahryansyah.aaa,"ajg lu Bahlil, pemerintah tai, angin, hujan semua yg ga masuk akal lu jadiin akar permasalahan nya",0
2025-12-07T20:17:46,2025-12-06T19:55:19,hendras_azizi,Otaknya bisa disalahin gak kalau ngibulnya ketinggian,0
2025-12-07T20:17:46,2025-12-06T19:55:04,stevielatuherudggassing,Dasar KELING😡😡,0
2025-12-07T20:17:46,2025-12-06T19:55:03,rambo_jawa85,Pesan makanan : Go food....antar penumpang : Go ride....ngirim barang : Go send..... Ngomong gak pake mikir : Go blok,0
2025-12-07T20:17:46,2025-12-06T19:55:01,ibedboyz,Lu mau panas dan kemarau terus gitu gak hujan hujan biar gak banjir dan hutan dibabat semua karena gak hujan jadi gak bisa banjir dan longsor kalo gak hujan gitu??? Astaga gwobwlock!!,0
2025-12-07T20:17:46,2025-12-06T19:54:58,adityaricky72,cangkemu!!!,0
2025-12-07T20:17:46,2025-12-06T19:54:52,titikchasanah,ada ya orang dengan pemikiran dangkal kek gini jadi menteri,0
2025-12-07T20:17:46,2025-12-06T19:54:50,rizky10manoy,Bisa jadi mentri..,0
2025-12-07T20:17:46,2025-12-06T19:54:50,zoldyckkyyy_,Ini pada goblk apa gimana ya pemerintah anj,0
2025-12-07T20:17:46,2025-12-06T19:54:38,van_nime_oficial,Udah lah gk usah ngurusin hama 1 ini dia mah iqnya rendah,0
2025-12-07T20:17:46,2025-12-06T19:54:37,xolovelyrlafpls_,Pas SD mengenyam kursi si bukan ilmu,0
2025-12-07T20:17:46,2025-12-06T19:54:37,steve_zaa,Awas alam akan membalas mu,0
2025-12-07T20:17:46,2025-12-06T19:54:35,qoirulindra,@prabowo @gerindra Takut ya ama bahlil?  Ini kalo presiden korut orang kek gini udah di eksekusi lo. Ini dipakeee.baaaajjjjiiiingggggaannnn,0
2025-12-07T20:17:46,2025-12-06T19:54:32,kaludan_kidz_ibnu,Muka kek gini emang halal ditampar 🗿,0
2025-12-07T20:17:46,2025-12-06T19:54:31,de.den_good,Hei hei jng salahkan alam hei hei manusia pinter..hutan tu liat ..jng asal ngomong bahlil,0
2025-12-07T20:17:46,2025-12-06T19:54:13,vanilachocotzy,nnti rumah lu yang hanyut pak😂,0
2025-12-07T20:17:46,2025-12-06T19:53:46,elsaputrirusdi,tinggi lu tuh yg kurang @bahlillahadalia @jamubotol @stefani.candra @angelaamaretha @karissariane,2
2025-12-07T20:17:46,2025-12-07T09:50:32,jamubotol,@elsaputrirusdi hihi.,0
2025-12-07T20:17:46,2025-12-06T19:53:40,yuliani_intan,Bahlul ente ya bener yaa,0
2025-12-07T20:17:46,2025-12-06T19:53:33,adistiyot,gaes nanti kl jd orgtua usahakan kasi pendidikan yang baik dan benar ya guys biar anaknya engga kyk bahlil @xkhyunj_ @tolib15,1
2025-12-07T20:17:46,2025-12-07T03:20:00,tolib15,"@adistiyot dominan banget akting bodohnya, masa iya senatural ini pinternya",0
2025-12-07T20:17:46,2025-12-07T04:37:02,xkhyunj_,@adistiyot et namanya jg bahluulll,0
2025-12-07T20:17:46,2025-12-07T04:42:04,adistiyot,@xkhyunj_ wkwk iyalagi bahlil bahlul bgt wkwk,0
2025-12-07T20:17:46,2025-12-07T04:42:23,adistiyot,@tolib15 kok bs presiden pilih mentri begini ya,1
2025-12-07T20:17:46,2025-12-07T05:05:38,tolib15,"@adistiyot kayanya standarnya punya otak bukan fungsi otak sesuai jobdesk bernegara/ jangan"" emang dikasih jobdesknya lain nih😒",0
2025-12-07T20:17:46,2025-12-07T07:07:21,adistiyot,@tolib15 prit prit offside prittt jangan kelewat deket jurang nanti jatoh masuk penjara inget kita cmn sipil,0
2025-12-07T20:17:46,2025-12-06T19:53:15,jan_danieltobing,0tak sm prilaku loe ga pantas menyalahkan alam(Tuhan). Klo dah ga sumbing. Jgn tolol dan ngeselin.,0
2025-12-07T20:17:46,2025-12-06T19:53:10,agungbothell,Yang salah itu mulut anda!!!!!,0
2025-12-07T20:17:46,2025-12-06T19:52:38,fiymyra,The real bahlul,0
2025-12-07T20:17:46,2025-12-06T19:52:36,bambiiys,diem deh bahlel,0
2025-12-07T20:17:46,2025-12-06T19:52:20,danisya436,"Berdoa aja pak, semoga Allah tdk murka sama mu",0
2025-12-07T20:17:46,2025-12-06T19:52:12,aw7_mn,Tuhan pun kau salahkan lewat hujan yg tuhanmu kirimkan 😡😡😡,0
2025-12-07T20:17:46,2025-12-06T19:52:10,syarefaaputri,"Salahke ya mentrine ora curah hujane,,, kenapa ga bs mengatasi banijir longsorr.. njirrr",0
2025-12-07T20:17:46,2025-12-06T19:52:08,muhammadsyakuuron,,0
2025-12-07T20:17:46,2025-12-06T19:52:01,soeh1107,Dongo 😡,0
2025-12-07T20:17:46,2025-12-06T19:51:35,fzrsyh_,Lah tolol pantes bego alam d salahin nantangin tuhan???,0
2025-12-07T20:17:46,2025-12-06T19:51:34,salin_sjahranie,"Koen Kate ngelawan ketentuane Gusti Allah, ojo kemaki ndasmu koyo kelengkeng suu🗿🗿🗿",0
